x[pic],y[pic],size,ang[deg],response,octave,class_id
642.13134765625,29.417325973510742,4.800000190734863,175.68121337890625,0.0032791602425277233,0,0
647.91357421875,30.462289810180664,4.800000190734863,290.22576904296875,0.004072545561939478,0,0
653.7171630859375,33.483604431152344,4.800000190734863,3.1225697994232178,0.002969791879877448,0,0
665.029052734375,36.247127532958984,4.800000190734863,98.556396484375,0.0013393089175224304,0,0
647.754150390625,42.876224517822266,4.800000190734863,8.117953300476074,0.002648867666721344,0,0
524.807861328125,50.79023361206055,4.800000190734863,333.5793762207031,0.001700169057585299,0,0
469.9011535644531,60.18809127807617,4.800000190734863,353.89691162109375,0.002873622812330723,0,0
417.15130615234375,60.80849838256836,4.800000190734863,250.47476196289062,0.001308179460465908,0,0
583.0477294921875,66.11058807373047,4.800000190734863,274.7942810058594,0.0012916780542582273,0,0
602.7364501953125,65.57011413574219,4.800000190734863,274.91326904296875,0.003180179512128234,0,0
452.8505554199219,68.6494140625,4.800000190734863,268.79937744140625,0.002520416397601366,0,0
460.68914794921875,68.9332275390625,4.800000190734863,87.45880889892578,0.0015152875566855073,0,0
529.4573364257812,68.88114166259766,4.800000190734863,328.9816589355469,0.004518737550824881,0,0
597.753662109375,69.0581283569336,4.800000190734863,278.9139404296875,0.0024147196672856808,0,0
485.5736083984375,69.57369232177734,4.800000190734863,221.46328735351562,0.0023701535537838936,0,0
479.9560241699219,71.39680480957031,4.800000190734863,211.51834106445312,0.0013783024623990059,0,0
607.029541015625,70.5252685546875,4.800000190734863,281.66796875,0.0020931032486259937,0,0
553.237060546875,74.74332427978516,4.800000190734863,92.8465805053711,0.0024045396130532026,0,0
470.212890625,79.52616882324219,4.800000190734863,302.149658203125,0.0010025703813880682,0,0
407.8009338378906,86.38280487060547,4.800000190734863,209.21575927734375,0.003063518786802888,0,0
352.0943603515625,90.21371459960938,4.800000190734863,330.02691650390625,0.0025016446597874165,0,0
645.443115234375,90.05558776855469,4.800000190734863,125.63282775878906,0.001015333691611886,0,0
404.6257629394531,92.31243133544922,4.800000190734863,169.92124938964844,0.0012658662162721157,0,0
381.8321533203125,93.30427551269531,4.800000190734863,71.67754364013672,0.0019089749548584223,0,0
656.0391845703125,97.26055908203125,4.800000190734863,318.867431640625,0.0012778504751622677,0,0
395.5064392089844,103.92453002929688,4.800000190734863,265.2395324707031,0.0010602185502648354,0,0
719.0118408203125,105.86175537109375,4.800000190734863,249.4419708251953,0.002235481981188059,0,0
394.21893310546875,109.61258697509766,4.800000190734863,271.49810791015625,0.002033625263720751,0,0
367.4903869628906,112.15219116210938,4.800000190734863,268.0279235839844,0.0013291926588863134,0,0
410.7691650390625,114.94268035888672,4.800000190734863,185.3035888671875,0.0014246009523048997,0,0
673.9871826171875,116.77897644042969,4.800000190734863,319.514892578125,0.0017740530893206596,0,0
454.3971252441406,124.73817443847656,4.800000190734863,31.446701049804688,0.0014328586403280497,0,0
351.078369140625,125.83295440673828,4.800000190734863,93.7933578491211,0.0017898607766255736,0,0
669.7203979492188,134.9473876953125,4.800000190734863,268.67193603515625,0.0026775209698826075,0,0
364.808837890625,136.2400665283203,4.800000190734863,114.64111328125,0.0019989151041954756,0,0
686.8261108398438,135.5531463623047,4.800000190734863,244.47308349609375,0.0023997246753424406,0,0
