x[pic],y[pic],size,ang[deg],response,octave,class_id
524.6036987304688,29.419748306274414,4.800000190734863,5.398251533508301,0.0021952586248517036,0,0
866.881103515625,30.262767791748047,4.800000190734863,266.8526611328125,0.001372495200484991,0,0
868.451416015625,36.33280944824219,4.800000190734863,266.6066589355469,0.0033433192875236273,0,0
519.2852783203125,39.2781867980957,4.800000190734863,9.817706108093262,0.0015704486286267638,0,0
653.3864135742188,40.453121185302734,4.800000190734863,99.02145385742188,0.0013913160655647516,0,0
661.114013671875,40.86836624145508,4.800000190734863,97.8224105834961,0.0010908606927841902,0,0
669.3576049804688,43.08963394165039,4.800000190734863,120.54918670654297,0.0016161114908754826,0,0
703.3523559570312,50.40586471557617,4.800000190734863,278.21368408203125,0.003626710968092084,0,0
773.1299438476562,55.108882904052734,4.800000190734863,97.97332000732422,0.0013433712301775813,0,0
709.9253540039062,64.55799102783203,4.800000190734863,12.90311050415039,0.0026782716158777475,0,0
204.16769409179688,94.6297378540039,4.800000190734863,333.7247619628906,0.0036754137836396694,0,0
210.63525390625,96.02690887451172,4.800000190734863,184.5081787109375,0.0025824978947639465,0,0
222.39828491210938,101.52439880371094,4.800000190734863,27.798084259033203,0.001890289830043912,0,0
226.98867797851562,100.71443176269531,4.800000190734863,8.369945526123047,0.0017814590828493237,0,0
198.55047607421875,103.8379898071289,4.800000190734863,182.460693359375,0.0014640612062066793,0,0
202.90878295898438,105.45233154296875,4.800000190734863,185.540283203125,0.003826393513008952,0,0
212.6955108642578,105.73438262939453,4.800000190734863,186.55921936035156,0.002671626629307866,0,0
208.08651733398438,109.31995391845703,4.800000190734863,195.9293212890625,0.0012286546407267451,0,0
220.57980346679688,111.51268005371094,4.800000190734863,22.63582992553711,0.00474674953147769,0,0
201.56715393066406,112.09214782714844,4.800000190734863,206.32357788085938,0.0023491547908633947,0,0
211.6123809814453,113.36006927490234,4.800000190734863,207.5482177734375,0.001968182623386383,0,0
206.60499572753906,115.51922607421875,4.800000190734863,214.530029296875,0.0014307547826319933,0,0
216.1393280029297,116.79042053222656,4.800000190734863,58.31005859375,0.004590040072798729,0,0
221.10833740234375,119.15480041503906,4.800000190734863,49.16403579711914,0.004866424016654491,0,0
196.00335693359375,121.60657501220703,4.800000190734863,225.67881774902344,0.0034356764517724514,0,0
202.31272888183594,124.19034576416016,4.800000190734863,225.86746215820312,0.0017758061876520514,0,0
208.46336364746094,127.88219451904297,4.800000190734863,78.98893737792969,0.001426507136784494,0,0
211.4608917236328,133.33428955078125,4.800000190734863,94.19861602783203,0.0030570297967642546,0,0
223.70941162109375,134.4449462890625,4.800000190734863,310.1419372558594,0.0032698684372007847,0,0
203.73646545410156,138.73512268066406,4.800000190734863,102.19717407226562,0.004075540695339441,0,0
224.89511108398438,139.90968322753906,4.800000190734863,305.78045654296875,0.009417109191417694,0,0
211.92637634277344,144.1622314453125,4.800000190734863,103.39323425292969,0.0041177282109856606,0,0
206.0814208984375,145.0099639892578,4.800000190734863,114.73467254638672,0.0023345944937318563,0,0
226.81423950195312,145.32492065429688,4.800000190734863,56.37571334838867,0.0016040237387642264,0,0
222.33828735351562,148.11793518066406,4.800000190734863,82.99896240234375,0.004425724036991596,0,0
212.13461303710938,150.31002807617188,4.800000190734863,96.76229858398438,0.0016447353409603238,0,0
217.7335662841797,151.41358947753906,4.800000190734863,90.95295715332031,0.0013837553560733795,0,0
514.7642822265625,263.40533447265625,4.800000190734863,8.775494575500488,0.0014844080433249474,0,0
694.4600219726562,281.5447998046875,4.800000190734863,185.256591796875,0.0035488249268382788,0,0
