x	y
642.13134765625	29.417325973510742
647.91357421875	30.462289810180664
653.7171630859375	33.483604431152344
665.029052734375	36.247127532958984
647.754150390625	42.876224517822266
524.807861328125	50.79023361206055
469.9011535644531	60.18809127807617
417.15130615234375	60.80849838256836
583.0477294921875	66.11058807373047
602.7364501953125	65.57011413574219
452.8505554199219	68.6494140625
460.68914794921875	68.9332275390625
529.4573364257812	68.88114166259766
597.753662109375	69.0581283569336
485.5736083984375	69.57369232177734
479.9560241699219	71.39680480957031
607.029541015625	70.5252685546875
553.237060546875	74.74332427978516
470.212890625	79.52616882324219
407.8009338378906	86.38280487060547
352.0943603515625	90.21371459960938
645.443115234375	90.05558776855469
404.6257629394531	92.31243133544922
381.8321533203125	93.30427551269531
656.0391845703125	97.26055908203125
395.5064392089844	103.92453002929688
719.0118408203125	105.86175537109375
394.21893310546875	109.61258697509766
367.4903869628906	112.15219116210938
410.7691650390625	114.94268035888672
673.9871826171875	116.77897644042969
454.3971252441406	124.73817443847656
351.078369140625	125.83295440673828
669.7203979492188	134.9473876953125
364.808837890625	136.2400665283203
686.8261108398438	135.5531463623047
359.0412902832031	138.77186584472656
671.7556762695312	140.18540954589844
366.81280517578125	141.1148223876953
372.6249694824219	141.04638671875
677.2327270507812	140.6759033203125
694.8612670898438	145.38304138183594
517.0101318359375	145.8201141357422
691.097412109375	150.4924774169922
369.2203674316406	152.7112274169922
683.4163818359375	152.50709533691406
500.3880920410156	153.61260986328125
538.584228515625	153.85215759277344
494.69476318359375	155.23590087890625
432.41668701171875	155.8228302001953
506.7557067871094	156.89845275878906
370.154541015625	158.46592712402344
502.4264831542969	159.19027709960938
497.0470886230469	161.15211486816406
685.9070434570312	160.90090942382812
361.95477294921875	161.7844696044922
745.8348999023438	161.88905334472656
534.7222900390625	163.8433380126953
368.0233154296875	166.35787963867188
574.6464233398438	177.36749267578125
433.3102722167969	179.20721435546875
585.39208984375	179.22000122070312
488.4846496582031	182.5972900390625
560.2825317382812	185.18572998046875
572.04248046875	184.8346710205078
346.3038330078125	187.33782958984375
471.35540771484375	186.87069702148438
485.62176513671875	188.54278564453125
494.5590515136719	190.3868865966797
500.7352294921875	189.89834594726562
531.7528076171875	195.2530059814453
585.9221801757812	198.3114013671875
475.3056945800781	198.8993682861328
582.3658447265625	202.53663635253906
587.8731689453125	203.20980834960938
576.6505126953125	203.54881286621094
495.9038391113281	205.96902465820312
468.56048583984375	209.31605529785156
412.3791809082031	210.20632934570312
543.15625	210.16749572753906
355.0246887207031	210.9236297607422
531.7440185546875	211.5078582763672
576.4986572265625	211.42822265625
596.142822265625	210.60403442382812
526.7864379882812	214.178955078125
547.4019165039062	213.7338409423828
593.0768432617188	214.5115966796875
359.4576721191406	214.67723083496094
367.1851501464844	215.31434631347656
431.9173583984375	216.03668212890625
482.5661926269531	217.1613006591797
330.78912353515625	218.00257873535156
461.4433898925781	218.19578552246094
576.8661499023438	218.2827911376953
436.4197082519531	218.61972045898438
542.2216796875	219.14100646972656
554.0990600585938	218.77206420898438
489.1937255859375	220.0123748779297
547.0621337890625	219.8560791015625
525.634521484375	221.26124572753906
470.9871826171875	221.66531372070312
551.1066284179688	222.69761657714844
559.0692749023438	222.8297119140625
434.6898193359375	224.58450317382812
543.5565185546875	223.98870849609375
465.7681579589844	225.12693786621094
782.4989013671875	225.2010040283203
455.6607360839844	226.41366577148438
548.6460571289062	227.04359436035156
555.1148071289062	226.57603454589844
566.6375732421875	229.89309692382812
520.15625	231.10231018066406
552.6209106445312	233.05142211914062
445.06011962890625	234.1337890625
347.3490905761719	234.96676635742188
477.4378356933594	235.8024444580078
483.6672668457031	236.0018310546875
571.4332275390625	236.70233154296875
575.7804565429688	242.59848022460938
657.0545043945312	244.31903076171875
549.6908569335938	246.3292999267578
563.353759765625	246.06417846679688
640.1154174804688	245.7939910888672
624.8280639648438	246.96250915527344
381.996337890625	247.81655883789062
577.739501953125	248.5358123779297
550.578369140625	251.91310119628906
569.8873291015625	251.74038696289062
582.324462890625	252.3350830078125
656.0355224609375	252.2097625732422
617.2980346679688	252.50003051757812
653.0697631835938	258.80828857421875
540.1561889648438	260.0219421386719
403.1805725097656	261.4294128417969
582.3007202148438	261.0613708496094
556.9593505859375	261.5379638671875
577.2849731445312	262.4902648925781
844.3045043945312	261.9021301269531
551.0750122070312	263.51416015625
787.5195922851562	263.45355224609375
480.77044677734375	265.0439758300781
544.0241088867188	265.3500061035156
581.0909423828125	268.0108947753906
634.3801879882812	268.26123046875
538.6929931640625	269.1466064453125
568.6829223632812	269.3912048339844
550.2830810546875	269.9754333496094
563.1492919921875	270.0508728027344
575.9655151367188	269.58843994140625
556.0516357421875	271.10107421875
546.111083984375	272.2001647949219
635.5460815429688	273.5901794433594
552.3480834960938	275.2637023925781
569.5147705078125	275.1592102050781
578.3838500976562	275.6189880371094
430.9369201660156	275.97406005859375
558.9873046875	277.5108642578125
663.1285400390625	283.8616027832031
531.0254516601562	294.31903076171875
642.0824584960938	295.9815979003906
732.1981201171875	297.73126220703125
623.3834228515625	301.9305419921875
845.627197265625	301.9307556152344
820.55126953125	303.6916198730469
735.5660400390625	305.7488098144531
741.17041015625	307.2241516113281
474.3735656738281	308.1207580566406
610.5257568359375	311.25518798828125
682.4730834960938	312.9458923339844
693.8912353515625	322.4563903808594
862.0669555664062	322.6217956542969
555.2901000976562	324.2733459472656
527.7334594726562	329.7437438964844
695.806396484375	329.9079895019531
701.1878051757812	331.4792785644531
691.12158203125	332.5842590332031
523.3050537109375	333.8132629394531
779.9227294921875	335.3887023925781
797.0143432617188	335.9590759277344
784.9331665039062	337.9823303222656
527.0598754882812	339.78240966796875
710.2014770507812	340.90240478515625
563.7722778320312	342.9123229980469
530.0341796875	344.2002258300781
572.5894775390625	347.3182678222656
711.9074096679688	348.11505126953125
518.7943725585938	348.9562072753906
525.0104370117188	348.85968017578125
719.5751953125	349.9788513183594
458.0699462890625	354.72479248046875
439.298828125	370.096435546875
430.8921813964844	379.0161437988281
241.54823303222656	395.7549133300781
718.0943603515625	398.5757141113281
236.9994354248047	400.1844177246094
463.4654235839844	420.423828125
245.17835998535156	420.58331298828125
465.1070861816406	426.5540466308594
375.6494140625	430.5374450683594
175.98049926757812	516.3889770507812
624.8206787109375	751.8095092773438
642.980712890625	761.2108764648438
615.813720703125	763.9483032226562
664.1329956054688	763.5039672851562
656.8310546875	769.4957885742188
608.3707885742188	770.365234375
636.4107666015625	769.6524047851562
653.9811401367188	783.3936767578125
699.322509765625	787.866455078125
627.9517822265625	792.7794799804688
634.2741088867188	792.4857788085938
634.1533203125	809.0575561523438
708.5768432617188	812.0776977539062
695.7994384765625	896.0949096679688
517.6727905273438	948.8115234375
451.24871826171875	968.21533203125
505.7939147949219	1020.3843994140625
481.7140197753906	1025.223876953125
487.9147644042969	1033.2017822265625
495.4140930175781	1037.450927734375
487.475341796875	1039.257568359375
475.443603515625	1041.9571533203125
516.7308959960938	1042.41796875
484.6431579589844	1051.1748046875
515.5390625	1051.650146484375
491.349853515625	1055.1785888671875
486.1215515136719	1057.4241943359375
507.69708251953125	1057.95947265625
480.1742248535156	1058.9534912109375
521.195556640625	1060.279541015625
489.02667236328125	1069.281982421875
478.3560485839844	1073.1619873046875
476.9783630371094	1082.82958984375
475.9076232910156	1088.7794189453125
185.8286895751953	1163.1180419921875
241.29379272460938	44.79722213745117
518.2371826171875	45.64402770996094
421.34832763671875	54.71320724487305
427.34075927734375	60.9481086730957
516.010986328125	61.409446716308594
451.3663330078125	61.834068298339844
484.3548889160156	62.388572692871094
99.89237976074219	62.90228271484375
300.99273681640625	62.727535247802734
463.20880126953125	62.745765686035156
601.3571166992188	63.499671936035156
535.4700927734375	64.31301879882812
412.2295837402344	64.9692153930664
519.5005493164062	67.68707275390625
283.78466796875	70.37435150146484
466.9512939453125	69.9875717163086
544.0501098632812	70.18502044677734
857.5219116210938	72.19166564941406
631.680908203125	74.28704071044922
157.4635467529297	76.7160415649414
475.9201354980469	77.51283264160156
403.1374206542969	81.9039306640625
638.21044921875	82.39531707763672
385.3235168457031	84.7893295288086
